ID,Latitudine,Longitudine,Alloggio,Tipologia,Prezzo,Cibo,Animali ammessi,Stagione rilevante,Souvenir locali,Località
1758,39.142021247850174,16.08987277484966,Sì,Villaggio turistico,298,Nessuna informazione,No,Primavera-estate,Sì,Nessuna informazione
1759,43.54957997035504,11.436901174817368,Sì,Ostello,440,Gluten-free,Sì,Nessuna informazione,No,Autunno-inverno
1760,46.86779293247657,11.87664507049298,No,Gastronomia,424,Gluten-free,Sì,Autunno-inverno,No,Primavera-estate
1761,44.62724635655079,11.290969876549923,Sì,Ostello,280,Nessuna informazione,Sì,Nessuna informazione,Sì,Primavera-estate
1762,40.46054679469063,16.369198675774406,No,Visite storico-culturali,38,Gluten-free,No,Primavera-estate,No,Primavera-estate
1763,45.421059335761896,8.175571503309211,Sì,Villaggio turistico,462,Vegan,No,Autunno-inverno,No,Primavera-estate
1764,43.54058480564571,10.468654273969927,No,Gastronomia,465,Nessuna informazione,No,Nessuna informazione,No,Primavera-estate
1765,45.37462586446478,9.480187117982291,No,All'aperto,405,Nessuna informazione,Sì,Primavera-estate,No,Autunno-inverno
1766,39.63459718850626,8.736355866137098,Sì,Bed & Breakfast,332,Vegan,Sì,Autunno-inverno,Sì,Nessuna informazione
1767,45.8168220368841,9.57523813921971,Sì,Ostello,20,Gluten-free,Sì,Nessuna informazione,No,Autunno-inverno
1768,43.70059361603715,10.57226606222395,Sì,Bed & Breakfast,221,Vegan,No,Primavera-estate,Sì,Nessuna informazione
1769,40.133947241132184,15.878439434533428,Sì,Hotel,225,Nessuna informazione,Sì,Autunno-inverno,No,Nessuna informazione
1770,43.15358862257544,11.504149605536766,Sì,Bed & Breakfast,406,Nessuna informazione,Sì,Nessuna informazione,Sì,Primavera-estate
1771,44.32055685058818,11.83643542753478,No,Visite storico-culturali,221,Nessuna informazione,No,Primavera-estate,No,Nessuna informazione
1772,44.249174198754844,10.067716586763773,No,Visite storico-culturali,127,Vegan,Sì,Nessuna informazione,Sì,Primavera-estate
1773,37.652406884662575,13.926453260875505,No,Visite storico-culturali,279,Vegan,Sì,Primavera-estate,Sì,Autunno-inverno
1774,39.8096903172339,8.651006546430859,Sì,Hotel,26,Gluten-free,No,Nessuna informazione,Sì,Autunno-inverno
1775,44.2524460531983,11.990554761354517,Sì,Ostello,192,Vegan,Sì,Autunno-inverno,Sì,Autunno-inverno
1776,38.01501613097584,13.398901131963337,Sì,Villaggio turistico,101,Vegan,No,Autunno-inverno,No,Autunno-inverno
1777,44.8086069552388,7.827949522926325,No,All'aperto,248,Gluten-free,Sì,Autunno-inverno,No,Nessuna informazione
1778,45.36977172708738,8.440180462075396,No,Gastronomia,176,Vegan,Sì,Primavera-estate,No,Primavera-estate
1779,46.564415639737604,11.112894181560694,Sì,Hotel,484,Gluten-free,Sì,Primavera-estate,No,Primavera-estate
1780,42.64939180321704,13.300087907039904,No,Gastronomia,254,Vegan,Sì,Autunno-inverno,Sì,Primavera-estate
1781,41.179362494258655,14.322889811769405,Sì,Hotel,363,Vegetarian,Sì,Primavera-estate,Sì,Autunno-inverno
1782,42.37447235280775,11.923434996766757,No,Gastronomia,474,Gluten-free,No,Autunno-inverno,No,Primavera-estate
1783,46.06185646210912,12.640845353224712,Sì,Hotel,276,Vegan,Sì,Primavera-estate,Sì,Nessuna informazione
1784,39.172162390939725,8.2903711690993,No,All'aperto,138,Nessuna informazione,No,Nessuna informazione,No,Primavera-estate
1785,37.395431037214166,14.140030222019659,Sì,Bed & Breakfast,145,Vegan,No,Primavera-estate,No,Nessuna informazione
1786,44.241232072309636,7.621318835655059,No,Visite storico-culturali,497,Vegetarian,Sì,Primavera-estate,Sì,Nessuna informazione
1787,45.038888895201815,10.035337065836519,Sì,Bed & Breakfast,363,Vegan,No,Nessuna informazione,Sì,Primavera-estate
1788,44.937527950139724,11.650951829425281,No,Visite storico-culturali,383,Nessuna informazione,No,Primavera-estate,Sì,Autunno-inverno
1789,45.72515647027453,7.188049185371411,No,Visite storico-culturali,124,Vegan,No,Nessuna informazione,Sì,Primavera-estate
1790,44.71297371302136,10.947549380236486,No,All'aperto,356,Vegetarian,Sì,Primavera-estate,Sì,Autunno-inverno
1791,43.85125312954983,7.702659619035195,Sì,Hotel,139,Vegan,No,Nessuna informazione,Sì,Autunno-inverno
1792,43.65286719404361,10.74744085481499,Sì,Ostello,495,Nessuna informazione,No,Primavera-estate,No,Primavera-estate
1793,43.70536979923208,12.261832740707918,Sì,Hotel,298,Nessuna informazione,Sì,Nessuna informazione,No,Autunno-inverno
1794,43.749051786988474,12.155780701345746,No,All'aperto,315,Vegetarian,Sì,Nessuna informazione,No,Primavera-estate
1795,42.69089296702864,13.557123336070461,Sì,Hotel,41,Vegetarian,No,Primavera-estate,No,Autunno-inverno
1796,44.19185111505671,10.309131081007308,Sì,Villaggio turistico,206,Vegan,Sì,Nessuna informazione,Sì,Nessuna informazione
1797,44.989202540163674,7.484494557580545,No,Visite storico-culturali,57,Vegetarian,Sì,Autunno-inverno,Sì,Nessuna informazione
1798,40.77198419559147,15.399329942026714,Sì,Villaggio turistico,324,Vegetarian,Sì,Nessuna informazione,Sì,Primavera-estate
1799,39.21283001068586,16.184438897178783,Sì,Hotel,248,Vegan,No,Primavera-estate,No,Autunno-inverno
1800,46.901951659418316,11.246633183081919,No,Visite storico-culturali,351,Vegetarian,Sì,Autunno-inverno,No,Autunno-inverno
1801,43.91485107450856,12.547755486259993,Sì,Hotel,331,Gluten-free,Sì,Nessuna informazione,Sì,Nessuna informazione
1802,38.81997146622545,16.558891272574286,Sì,Villaggio turistico,398,Vegetarian,No,Autunno-inverno,Sì,Primavera-estate
1803,40.6528031199627,16.944816472518404,No,All'aperto,224,Nessuna informazione,Sì,Nessuna informazione,No,Nessuna informazione
1804,45.968625349580684,10.429063573589305,Sì,Bed & Breakfast,480,Nessuna informazione,Sì,Autunno-inverno,Sì,Autunno-inverno
1805,41.03817008035112,16.81043667533678,No,Visite storico-culturali,177,Gluten-free,Sì,Nessuna informazione,No,Nessuna informazione
1806,38.92173653029765,16.599110372853985,Sì,Hotel,357,Vegetarian,Sì,Primavera-estate,Sì,Nessuna informazione
1807,44.42433695218654,10.463835118360835,No,Gastronomia,87,Nessuna informazione,Sì,Autunno-inverno,No,Primavera-estate
1808,46.26108723978144,12.086587492290757,No,Visite storico-culturali,476,Gluten-free,Sì,Autunno-inverno,Sì,Primavera-estate
1809,45.9668754808784,8.699016672345973,Sì,Villaggio turistico,413,Gluten-free,Sì,Primavera-estate,Sì,Autunno-inverno
1810,37.91258141139276,13.931387341794986,No,All'aperto,122,Gluten-free,No,Primavera-estate,No,Nessuna informazione
1811,45.075039570575605,9.193020361594932,No,Visite storico-culturali,411,Vegetarian,Sì,Autunno-inverno,No,Autunno-inverno
1812,41.875729736209884,12.696726346418043,Sì,Bed & Breakfast,202,Gluten-free,Sì,Primavera-estate,No,Primavera-estate
1813,44.48453124325835,10.09034310280764,Sì,Hotel,83,Nessuna informazione,Sì,Primavera-estate,No,Autunno-inverno
1814,45.97962773358119,12.831517361095386,Sì,Villaggio turistico,468,Nessuna informazione,No,Primavera-estate,Sì,Primavera-estate
1815,38.03781940871406,14.990008515244856,Sì,Villaggio turistico,165,Vegetarian,Sì,Autunno-inverno,No,Autunno-inverno
1816,37.22845857944165,13.835290578116457,No,All'aperto,322,Gluten-free,No,Primavera-estate,No,Primavera-estate
1817,43.260358650247944,11.879522228320134,No,All'aperto,398,Gluten-free,Sì,Autunno-inverno,Sì,Nessuna informazione
1818,45.750227763416355,10.199452271150562,No,Gastronomia,457,Gluten-free,No,Nessuna informazione,Sì,Autunno-inverno
1819,41.39928942358966,15.12901867077114,No,Visite storico-culturali,227,Vegan,No,Autunno-inverno,Sì,Nessuna informazione
1820,45.83662536347387,9.734003537150445,No,All'aperto,386,Vegetarian,Sì,Nessuna informazione,Sì,Autunno-inverno
1821,38.197398526623694,16.19711519952539,Sì,Villaggio turistico,354,Vegan,No,Primavera-estate,Sì,Primavera-estate
1822,44.32941103541745,11.98474648300013,Sì,Bed & Breakfast,270,Vegetarian,Sì,Nessuna informazione,No,Primavera-estate
1823,44.7404439751559,9.52823831441945,Sì,Ostello,109,Gluten-free,No,Nessuna informazione,No,Nessuna informazione
1824,38.216905927911995,15.41136082778267,Sì,Villaggio turistico,64,Nessuna informazione,No,Primavera-estate,No,Autunno-inverno
1825,38.20859451312646,16.098031058279297,Sì,Bed & Breakfast,146,Vegan,Sì,Primavera-estate,Sì,Nessuna informazione
1826,45.472343679960034,9.07045460487792,Sì,Ostello,499,Vegetarian,Sì,Primavera-estate,Sì,Nessuna informazione
1827,44.287801594524524,12.173103652043654,No,All'aperto,100,Gluten-free,No,Autunno-inverno,Sì,Autunno-inverno
1828,45.19328581467253,7.658525373813101,No,All'aperto,301,Nessuna informazione,Sì,Primavera-estate,Sì,Nessuna informazione
1829,41.51024628918819,15.535294079430038,No,Visite storico-culturali,121,Nessuna informazione,Sì,Nessuna informazione,No,Nessuna informazione
1830,46.754030192091456,11.99973882715097,Sì,Ostello,211,Gluten-free,No,Autunno-inverno,Sì,Autunno-inverno
1831,43.59761622608726,13.27672089422109,Sì,Ostello,168,Vegetarian,No,Nessuna informazione,No,Nessuna informazione
1832,45.843404089587665,12.20636716938036,No,Gastronomia,324,Vegan,No,Primavera-estate,Sì,Autunno-inverno
1833,45.10343287310847,6.978845078095404,Sì,Bed & Breakfast,237,Nessuna informazione,No,Autunno-inverno,No,Autunno-inverno
1834,39.555427240247326,8.774523974960593,No,Gastronomia,48,Vegetarian,Sì,Autunno-inverno,No,Autunno-inverno
1835,45.67693479927922,10.60385998063586,No,Visite storico-culturali,303,Vegetarian,Sì,Autunno-inverno,Sì,Autunno-inverno
1836,46.03371312262547,13.042574337652347,No,Visite storico-culturali,356,Gluten-free,No,Autunno-inverno,Sì,Primavera-estate
1837,40.635461931326326,15.740092918331314,Sì,Hotel,328,Nessuna informazione,No,Autunno-inverno,No,Autunno-inverno
1838,45.073364232403435,8.235474509609626,No,All'aperto,302,Vegan,Sì,Primavera-estate,No,Nessuna informazione
1839,39.41607227486542,17.08793354506097,Sì,Ostello,293,Vegan,Sì,Nessuna informazione,Sì,Nessuna informazione
1840,43.603539169603366,12.443878879184945,No,All'aperto,376,Vegan,Sì,Nessuna informazione,Sì,Nessuna informazione
1841,41.60591496067267,14.442850463667984,Sì,Ostello,467,Vegetarian,No,Primavera-estate,Sì,Primavera-estate
1842,45.85735357842042,10.242044142074747,No,Gastronomia,343,Vegetarian,Sì,Primavera-estate,Sì,Primavera-estate
1843,44.893147553464786,7.81995039393118,No,Gastronomia,349,Vegetarian,Sì,Nessuna informazione,Sì,Autunno-inverno
1844,40.93748819507028,14.082379610274398,No,All'aperto,223,Gluten-free,Sì,Primavera-estate,No,Autunno-inverno
1845,44.45692326240281,11.181912001075112,Sì,Hotel,413,Vegan,No,Nessuna informazione,Sì,Nessuna informazione
1846,37.897661174827704,13.572594727254595,Sì,Villaggio turistico,435,Vegan,No,Autunno-inverno,Sì,Nessuna informazione
1847,41.71562076852338,13.176705838079451,No,Visite storico-culturali,98,Vegan,Sì,Primavera-estate,No,Primavera-estate
1848,40.02358257660586,9.456841747385866,No,Visite storico-culturali,304,Gluten-free,Sì,Autunno-inverno,Sì,Autunno-inverno
1849,45.499319639965435,9.363738595063143,Sì,Hotel,302,Gluten-free,No,Nessuna informazione,Sì,Nessuna informazione
1850,45.69529478717365,9.657277658515481,No,Gastronomia,288,Gluten-free,No,Autunno-inverno,No,Autunno-inverno
1851,45.80117137941273,8.89103260461876,Sì,Ostello,45,Gluten-free,Sì,Primavera-estate,Sì,Primavera-estate
1852,46.6909927311798,10.427730077927338,No,Gastronomia,197,Nessuna informazione,No,Primavera-estate,Sì,Primavera-estate
1853,46.5547088563393,12.725832494234915,No,Gastronomia,240,Vegetarian,No,Primavera-estate,No,Nessuna informazione
1854,41.43652092864198,12.878247348103503,No,All'aperto,244,Vegan,No,Autunno-inverno,Sì,Primavera-estate
1855,41.90087522809124,14.853877924793958,Sì,Bed & Breakfast,407,Gluten-free,No,Primavera-estate,Sì,Primavera-estate
1856,44.13765327798082,11.384648429097403,No,All'aperto,202,Vegetarian,Sì,Nessuna informazione,No,Nessuna informazione
1857,46.09486223357475,10.616694920461121,Sì,Bed & Breakfast,382,Nessuna informazione,No,Primavera-estate,No,Nessuna informazione
1858,43.71262367691512,11.232360666878025,Sì,Bed & Breakfast,126,Vegan,Sì,Autunno-inverno,Sì,Primavera-estate
1859,40.75967794863573,17.36818038257847,No,Gastronomia,59,Gluten-free,No,Nessuna informazione,No,Primavera-estate
1860,39.23217215759855,8.619751064946897,No,All'aperto,233,Nessuna informazione,Sì,Autunno-inverno,Sì,Primavera-estate
1861,44.94660572405573,11.425994046083614,No,Gastronomia,219,Gluten-free,Sì,Primavera-estate,Sì,Autunno-inverno
1862,41.53419547551264,14.989790705781289,Sì,Hotel,136,Nessuna informazione,No,Primavera-estate,No,Primavera-estate
1863,44.230712739411416,7.60813904565965,Sì,Hotel,216,Vegetarian,Sì,Primavera-estate,No,Autunno-inverno
1864,37.341736761772935,13.411373317762427,No,Visite storico-culturali,330,Gluten-free,Sì,Autunno-inverno,No,Autunno-inverno
1865,37.43863632717512,13.861517388311322,No,All'aperto,354,Vegan,Sì,Autunno-inverno,No,Autunno-inverno
1866,36.792572303373014,14.786760451648487,No,Gastronomia,36,Vegan,No,Autunno-inverno,Sì,Autunno-inverno
1867,37.6024992888412,12.817252257745244,Sì,Ostello,360,Vegetarian,No,Autunno-inverno,No,Autunno-inverno
1868,41.47919095425307,13.864870562892852,No,Visite storico-culturali,89,Nessuna informazione,Sì,Nessuna informazione,Sì,Primavera-estate
1869,37.862117428223804,15.185958736459625,No,Gastronomia,88,Nessuna informazione,Sì,Nessuna informazione,No,Nessuna informazione
1870,43.644573411546574,12.400478554660316,Sì,Villaggio turistico,382,Gluten-free,Sì,Autunno-inverno,No,Primavera-estate
1871,45.60916169745719,11.418755797000685,No,Visite storico-culturali,279,Vegan,Sì,Autunno-inverno,Sì,Nessuna informazione
1872,43.76366274677373,12.42447275637507,No,Visite storico-culturali,445,Nessuna informazione,No,Nessuna informazione,No,Primavera-estate
1873,39.49396720405814,9.60519759665145,No,All'aperto,469,Nessuna informazione,Sì,Primavera-estate,Sì,Autunno-inverno
1874,46.184151369261016,8.200453806310074,No,All'aperto,195,Gluten-free,Sì,Nessuna informazione,No,Autunno-inverno
1875,40.126022201222575,16.363516692085696,Sì,Villaggio turistico,441,Vegan,Sì,Primavera-estate,No,Nessuna informazione
1876,43.03388279309274,13.654144049416402,Sì,Ostello,269,Nessuna informazione,No,Nessuna informazione,No,Primavera-estate
1877,46.40033215472507,13.036260820204186,Sì,Hotel,259,Vegan,Sì,Autunno-inverno,Sì,Autunno-inverno
1878,44.97426622140104,10.508398775211012,Sì,Hotel,294,Nessuna informazione,No,Primavera-estate,No,Nessuna informazione
1879,45.04013904648122,7.769802237686,No,Visite storico-culturali,417,Nessuna informazione,No,Autunno-inverno,Sì,Nessuna informazione
1880,40.37891479843977,15.864326589421651,Sì,Ostello,99,Nessuna informazione,Sì,Nessuna informazione,No,Autunno-inverno
1881,41.540305758044966,13.391255421622313,No,All'aperto,219,Gluten-free,Sì,Autunno-inverno,Sì,Primavera-estate
1882,39.24344546001713,16.16527800834806,Sì,Villaggio turistico,239,Vegan,No,Primavera-estate,No,Nessuna informazione
1883,46.173763166447586,11.16637403489209,Sì,Ostello,37,Gluten-free,No,Nessuna informazione,No,Primavera-estate
1884,45.17182778807158,9.143210789987604,No,Visite storico-culturali,339,Vegan,Sì,Primavera-estate,Sì,Nessuna informazione
1885,46.12719841636792,9.313767665439613,No,Gastronomia,349,Vegetarian,Sì,Autunno-inverno,No,Nessuna informazione
1886,44.758193654018754,11.025198324107283,Sì,Bed & Breakfast,287,Vegan,No,Primavera-estate,Sì,Primavera-estate
1887,39.91004124842108,9.42375267178388,No,All'aperto,445,Vegan,Sì,Autunno-inverno,Sì,Autunno-inverno
1888,43.699708332484846,11.670515559831657,Sì,Villaggio turistico,189,Gluten-free,No,Primavera-estate,Sì,Autunno-inverno
1889,41.94371819033527,14.200700383342205,No,All'aperto,103,Vegetarian,Sì,Nessuna informazione,No,Nessuna informazione
1890,42.75356009912981,12.39255809656872,No,Visite storico-culturali,188,Nessuna informazione,Sì,Primavera-estate,Sì,Primavera-estate
1891,37.979575161743135,15.055882473608708,No,All'aperto,313,Gluten-free,Sì,Primavera-estate,Sì,Nessuna informazione
1892,45.73897235031047,10.30816254988034,Sì,Bed & Breakfast,462,Nessuna informazione,Sì,Primavera-estate,No,Nessuna informazione
1893,44.554917629957366,7.893511329101516,Sì,Ostello,256,Gluten-free,No,Primavera-estate,No,Primavera-estate
1894,46.253877527238956,9.39188430737547,Sì,Ostello,46,Gluten-free,No,Primavera-estate,No,Primavera-estate
1895,44.592696097300674,11.59162076777,No,Visite storico-culturali,230,Gluten-free,Sì,Primavera-estate,No,Nessuna informazione
1896,41.752624667298115,15.806650594036014,Sì,Ostello,380,Gluten-free,Sì,Autunno-inverno,Sì,Primavera-estate
1897,39.547479211667756,9.583703264495856,No,Visite storico-culturali,229,Vegetarian,Sì,Nessuna informazione,No,Primavera-estate
1898,38.65827522272016,15.966290045263474,Sì,Ostello,424,Vegan,No,Nessuna informazione,Sì,Autunno-inverno
1899,43.11454882394113,12.92392072519727,Sì,Hotel,414,Vegan,No,Primavera-estate,No,Nessuna informazione
1900,40.34311461225922,16.428076678718405,No,Visite storico-culturali,312,Vegan,Sì,Autunno-inverno,Sì,Primavera-estate
1901,44.96687064519502,9.27169926929593,Sì,Bed & Breakfast,264,Nessuna informazione,No,Autunno-inverno,No,Primavera-estate
1902,42.026029517923725,12.06544889683654,No,All'aperto,38,Vegan,No,Nessuna informazione,No,Nessuna informazione
1903,40.49464800860242,15.339718660552332,Sì,Villaggio turistico,371,Vegetarian,No,Primavera-estate,No,Nessuna informazione
1904,37.42855502110951,14.230258571738986,No,Gastronomia,376,Vegetarian,Sì,Autunno-inverno,Sì,Autunno-inverno
1905,37.058631722978255,14.740797859651405,Sì,Hotel,66,Vegetarian,Sì,Primavera-estate,No,Primavera-estate
1906,42.791889978016556,10.427990996835538,Sì,Ostello,440,Nessuna informazione,No,Primavera-estate,No,Nessuna informazione
1907,45.13054065717253,7.23717969718427,No,All'aperto,130,Gluten-free,Sì,Primavera-estate,Sì,Nessuna informazione
1908,46.760686943057685,10.819901108896666,No,Visite storico-culturali,452,Vegan,No,Autunno-inverno,Sì,Nessuna informazione
1909,43.375515502015816,12.348755505755134,Sì,Ostello,235,Vegan,No,Nessuna informazione,Sì,Primavera-estate
1910,41.50160180660991,13.731746168761047,Sì,Ostello,61,Vegan,Sì,Nessuna informazione,Sì,Primavera-estate
1911,44.502036753820654,8.095461315507514,No,All'aperto,499,Gluten-free,Sì,Nessuna informazione,No,Nessuna informazione
1912,45.643750256477645,12.922532470607177,No,Gastronomia,440,Vegetarian,Sì,Nessuna informazione,No,Primavera-estate
1913,37.97539076150704,14.872184211221278,Sì,Bed & Breakfast,421,Gluten-free,No,Autunno-inverno,Sì,Primavera-estate
1914,41.28297530987316,15.603884675086757,Sì,Bed & Breakfast,467,Gluten-free,No,Primavera-estate,Sì,Autunno-inverno
1915,39.28933871052122,8.87984829483281,Sì,Villaggio turistico,449,Gluten-free,No,Autunno-inverno,No,Autunno-inverno
1916,40.860893579572426,15.992388787769777,No,Gastronomia,344,Vegetarian,Sì,Nessuna informazione,Sì,Nessuna informazione
1917,44.67262673115041,8.00833752122357,No,Visite storico-culturali,212,Gluten-free,No,Primavera-estate,No,Nessuna informazione
1918,45.766535546178964,7.38679831369935,Sì,Hotel,233,Nessuna informazione,No,Autunno-inverno,No,Autunno-inverno
1919,45.36491856173589,9.716721798725432,Sì,Hotel,22,Vegan,Sì,Nessuna informazione,Sì,Primavera-estate
1920,46.14915409031321,10.003575729190628,No,Visite storico-culturali,199,Vegan,No,Nessuna informazione,Sì,Autunno-inverno
1921,41.56374164263414,15.282285757239416,Sì,Ostello,126,Gluten-free,Sì,Primavera-estate,No,Autunno-inverno
1922,42.80232929435648,13.67799620281113,No,Visite storico-culturali,439,Vegetarian,Sì,Primavera-estate,Sì,Nessuna informazione
1923,42.4094061964186,11.503254502084392,No,All'aperto,292,Vegetarian,No,Autunno-inverno,No,Autunno-inverno
1924,44.36898234378342,11.791852171841468,Sì,Hotel,102,Vegan,Sì,Autunno-inverno,No,Autunno-inverno
1925,40.18588347318895,16.185340842831998,No,Visite storico-culturali,135,Nessuna informazione,No,Nessuna informazione,Sì,Primavera-estate
1926,45.47393283404399,9.616504840624367,No,Gastronomia,321,Nessuna informazione,No,Nessuna informazione,No,Autunno-inverno
1927,41.28288065526272,14.915544593752688,No,Visite storico-culturali,177,Gluten-free,No,Primavera-estate,No,Autunno-inverno
1928,46.09047643530295,9.971225230604059,Sì,Ostello,196,Gluten-free,No,Nessuna informazione,Sì,Autunno-inverno
1929,46.773037632363916,11.065038571463361,No,All'aperto,365,Gluten-free,Sì,Primavera-estate,No,Nessuna informazione
1930,45.12587387890824,11.029751613052072,No,All'aperto,140,Gluten-free,No,Primavera-estate,Sì,Nessuna informazione
1931,37.867461286892585,12.725580835097883,Sì,Hotel,285,Vegetarian,Sì,Primavera-estate,No,Primavera-estate
1932,37.49400974589158,14.598963205439192,No,All'aperto,246,Gluten-free,Sì,Nessuna informazione,Sì,Autunno-inverno
1933,41.7472772584712,15.402000795020601,No,Visite storico-culturali,196,Nessuna informazione,No,Nessuna informazione,No,Autunno-inverno
1934,45.554355127959674,8.2862192756965,No,Visite storico-culturali,88,Gluten-free,Sì,Nessuna informazione,Sì,Primavera-estate
1935,42.692673932528656,11.031275961500626,No,Gastronomia,92,Nessuna informazione,Sì,Primavera-estate,Sì,Nessuna informazione
1936,46.5187251908313,10.132619133200766,No,All'aperto,398,Gluten-free,No,Nessuna informazione,No,Nessuna informazione
1937,45.17305515303543,10.506885042516034,No,All'aperto,225,Nessuna informazione,No,Autunno-inverno,No,Autunno-inverno
1938,43.4278482647513,13.65961312333296,No,Gastronomia,214,Nessuna informazione,No,Nessuna informazione,No,Primavera-estate
1939,37.960302377318236,13.572728247348426,Sì,Hotel,355,Gluten-free,No,Autunno-inverno,No,Autunno-inverno
1940,41.86686013992469,14.767219472758757,Sì,Bed & Breakfast,293,Vegan,Sì,Autunno-inverno,No,Nessuna informazione
1941,42.767835981706845,12.242092969601167,Sì,Villaggio turistico,339,Nessuna informazione,No,Autunno-inverno,No,Nessuna informazione
1942,45.34143651134528,10.264567037726273,Sì,Bed & Breakfast,226,Nessuna informazione,Sì,Autunno-inverno,Sì,Autunno-inverno
1943,42.8055617656615,13.079803863048364,No,All'aperto,426,Nessuna informazione,No,Nessuna informazione,No,Nessuna informazione
1944,44.54168917853088,10.882460680684282,No,Gastronomia,80,Gluten-free,No,Autunno-inverno,No,Nessuna informazione
1945,38.6934380614569,16.398150298242868,Sì,Ostello,118,Vegan,No,Primavera-estate,Sì,Autunno-inverno
1946,38.561949165898305,16.075275358906666,No,Gastronomia,225,Vegetarian,Sì,Primavera-estate,No,Nessuna informazione
1947,40.504596093531966,17.621734307059437,No,Visite storico-culturali,130,Nessuna informazione,No,Autunno-inverno,No,Primavera-estate
1948,39.557201604064446,8.774164903272272,No,Gastronomia,185,Vegetarian,Sì,Primavera-estate,No,Autunno-inverno
1949,41.95746809586063,13.570447707776633,Sì,Bed & Breakfast,300,Vegan,Sì,Primavera-estate,Sì,Nessuna informazione
1950,46.21692503442926,12.91830636879199,No,Visite storico-culturali,450,Nessuna informazione,Sì,Nessuna informazione,Sì,Primavera-estate
1951,41.374408416277774,15.39669464031067,Sì,Villaggio turistico,387,Gluten-free,Sì,Autunno-inverno,Sì,Nessuna informazione
1952,44.913812030901596,11.208136143621585,No,Gastronomia,493,Gluten-free,Sì,Nessuna informazione,Sì,Nessuna informazione
1953,46.896374936496784,11.715480908520547,Sì,Villaggio turistico,177,Gluten-free,No,Primavera-estate,No,Primavera-estate
1954,41.582601987907694,15.383970919789256,No,Visite storico-culturali,205,Gluten-free,Sì,Nessuna informazione,No,Autunno-inverno
1955,43.29638624137182,12.245245339215401,No,Visite storico-culturali,293,Vegetarian,No,Nessuna informazione,Sì,Primavera-estate
1956,44.29931752578125,8.015353781006391,No,All'aperto,184,Vegetarian,Sì,Autunno-inverno,No,Primavera-estate
1957,42.25832787049008,12.044717499467344,No,All'aperto,296,Nessuna informazione,Sì,Nessuna informazione,No,Autunno-inverno
1958,42.58597030523181,11.534186982908203,No,Visite storico-culturali,302,Gluten-free,No,Primavera-estate,Sì,Nessuna informazione
1959,37.7561213611705,12.739552591897239,Sì,Bed & Breakfast,444,Vegan,No,Nessuna informazione,Sì,Primavera-estate
1960,39.33080992485446,16.34314532569129,No,All'aperto,145,Vegetarian,No,Primavera-estate,Sì,Nessuna informazione
1961,44.64691994051328,7.735244901884684,Sì,Ostello,224,Nessuna informazione,No,Primavera-estate,No,Nessuna informazione
1962,40.32062975456155,17.604771019313525,No,All'aperto,115,Gluten-free,Sì,Primavera-estate,No,Primavera-estate
1963,42.021279590155494,13.898953616995204,No,Gastronomia,65,Nessuna informazione,No,Primavera-estate,Sì,Nessuna informazione
1964,39.05676253002431,16.331660299594418,No,All'aperto,118,Gluten-free,No,Primavera-estate,No,Autunno-inverno
1965,38.06193092277114,15.093584146879795,Sì,Ostello,470,Nessuna informazione,Sì,Nessuna informazione,Sì,Nessuna informazione
1966,43.94577325183035,11.759531709653341,Sì,Hotel,134,Vegetarian,No,Nessuna informazione,Sì,Autunno-inverno
1967,41.53691885816351,15.775841467505156,No,Gastronomia,460,Vegan,No,Nessuna informazione,Sì,Nessuna informazione
1968,37.27802470941684,13.711276373704255,Sì,Hotel,227,Vegan,Sì,Nessuna informazione,No,Nessuna informazione
1969,37.811045394422294,13.927057162704457,No,Visite storico-culturali,339,Gluten-free,Sì,Autunno-inverno,No,Primavera-estate
1970,44.9553899065246,10.681425622647556,No,All'aperto,323,Vegetarian,Sì,Autunno-inverno,Sì,Autunno-inverno
1971,44.26793443066181,7.863271169095036,Sì,Bed & Breakfast,124,Nessuna informazione,Sì,Nessuna informazione,Sì,Primavera-estate
1972,40.95813435777772,14.414324452617263,Sì,Ostello,215,Vegan,No,Autunno-inverno,Sì,Autunno-inverno
1973,40.86451040164068,14.693274546377111,No,All'aperto,103,Nessuna informazione,No,Autunno-inverno,Sì,Primavera-estate
1974,47.01287662864506,12.0114158091285,No,Gastronomia,272,Gluten-free,Sì,Primavera-estate,Sì,Nessuna informazione
1975,36.935899647213766,15.117620246860058,No,All'aperto,56,Gluten-free,Sì,Nessuna informazione,Sì,Primavera-estate
1976,37.25966386492968,13.653331246158952,Sì,Bed & Breakfast,474,Gluten-free,Sì,Autunno-inverno,Sì,Primavera-estate
1977,46.4636449525959,11.749629202344016,No,Gastronomia,300,Gluten-free,Sì,Primavera-estate,Sì,Nessuna informazione
1978,44.74224719708763,7.508073139773458,No,Gastronomia,415,Vegan,Sì,Primavera-estate,Sì,Autunno-inverno
1979,42.5523545516541,11.335381726270981,No,Gastronomia,317,Vegan,Sì,Autunno-inverno,No,Primavera-estate
1980,41.00106314996942,15.622217596447893,Sì,Bed & Breakfast,479,Nessuna informazione,Sì,Autunno-inverno,Sì,Autunno-inverno
1981,43.59922903847864,11.720892133981078,Sì,Ostello,452,Vegetarian,Sì,Primavera-estate,No,Autunno-inverno
1982,45.70334409217067,12.406099263715735,Sì,Hotel,161,Nessuna informazione,Sì,Primavera-estate,Sì,Autunno-inverno
